NCBI GeneID	Symbol	Chromosomes	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop
2123	EVI2A	17	NW_025791803.1	395564	400783
2123	EVI2A	17	NC_060941.1	32262087	32267297
5149	PDE6H	12	NC_000012.12	14973042	14981865
5149	PDE6H	12	NC_060936.1	14850375	14859197
11098	PRSS23	11	NC_000011.10	86791071	86952910
11098	PRSS23	11	NC_060935.1	86731821	86893752
26094	DCAF4	14	NC_000014.9	72926464	72962098
26094	DCAF4	14	NC_060938.1	67132127	67167702
51374	ATRAID	2	NC_000002.12	27212041	27217183
51374	ATRAID	2	NC_060926.1	27253676	27258822
54344	DPM3	1	NC_000001.11	155139891	155140531
54344	DPM3	1	NC_060925.1	154279249	154279889
84256	FLYWCH1	16	NC_000016.10	2911931	2951208
84256	FLYWCH1	16	NC_060940.1	2938537	2977878
84908	FAM136A	2	NC_000002.12	70295976	70302067
84908	FAM136A	2	NC_060926.1	70307726	70313817
90826	PRMT9	4	NC_000004.12	147637785	147684163
90826	PRMT9	4	NC_060928.1	150961873	151008254
6746	SSR2	1	NC_000001.11	156009048	156020951
6746	SSR2	1	NC_060925.1	155147508	155159414
9903	KLHL21	1	NC_000001.11	6590724	6602869
9903	KLHL21	1	NC_060925.1	6116388	6128533
23341	DNAJC16	1	NC_000001.11	15526848	15571733
23341	DNAJC16	1	NC_060925.1	14971546	15016429
51668	IFT25	1	NC_000001.11	53911576	53946305
51668	IFT25	1	NC_060925.1	53793420	53829213
54760	PCSK4	19	NC_000019.10	1481428	1490876
54760	PCSK4	19	NC_060943.1	1451458	1460906
115330	GPR146	7	NC_000007.14	1044546	1059261
115330	GPR146	7	NC_060931.1	1149540	1164255
145581	LRFN5	14	NC_000014.9	41606876	41904549
145581	LRFN5	14	NC_060938.1	35797646	36095321
728695	SPANXB1	X	NC_000023.11	141002594	141003706
728695	SPANXB1	X	NC_060947.1	139319905	139321017
7164	TPD52L1	6	NC_000006.12	125153773	125264407
7164	TPD52L1	6	NC_060930.1	126342146	126452806
26122	EPC2	2	NC_000002.12	148644751	148787569
26122	EPC2	2	NC_060926.1	149095135	149237987
26355	FAM162A	3	NC_000003.12	122384182	122412334
26355	FAM162A	3	NC_060927.1	125103734	125131889
51069	MRPL2	6	NC_000006.12	43054029	43059863
51069	MRPL2	6	NC_060930.1	42883100	42888934
55254	TMEM39A	3	NC_000003.12	119428949	119463615
55254	TMEM39A	3	NC_060927.1	122148660	122183326
83479	DDX59	1	NC_000001.11	200640805	200669907
83479	DDX59	1	NC_060925.1	199897729	199926835
90378	SAMD1	19	NC_000019.10	14087851	14090751
90378	SAMD1	19	NW_021160022.1	299692	303167
90378	SAMD1	19	NC_060943.1	14214143	14217618
114787	GPRIN1	5	NC_000005.10	176595802	176610156
114787	GPRIN1	5	NC_060929.1	177142394	177156751
203245	NAIF1	9	NC_000009.12	128061233	128067320
203245	NAIF1	9	NC_060933.1	140269203	140275296
4184	SMCP	1	NC_000001.11	152878322	152885047
4184	SMCP	1	NC_060925.1	152014877	152021694
9617	MTRF1	13	NC_000013.11	41216369	41312038
9617	MTRF1	13	NC_060937.1	40435512	40531181
27314	RAB30	11	NC_000011.10	82973133	83071897
27314	RAB30	11	NC_060935.1	82909596	83008355
84957	RELT	11	NC_000011.10	73376399	73397474
84957	RELT	11	NC_060935.1	73305536	73326611
123720	WHAMM	15	NC_000015.10	82809628	82836108
123720	WHAMM	15	NC_060939.1	80673919	80700403
260436	FDCSP	4	NC_000004.12	70226124	70235252
260436	FDCSP	4	NC_060928.1	73565445	73574935
55615	PRR5	22	NC_000022.11	44668751	44737681
55615	PRR5	22	NC_060946.1	45152476	45221409
63875	MRPL17	11	NC_000011.10	6680385	6683340
63875	MRPL17	11	NC_060935.1	6738851	6741807
3790	KCNS3	2	NC_000002.12	17877847	17932958
3790	KCNS3	2	NC_060926.1	17909623	17964710
8559	PRPF18	10	NC_000010.11	13586965	13655929
8559	PRPF18	10	NC_060934.1	13599966	13668950
11154	AP4S1	14	NC_000014.9	31025106	31096450
11154	AP4S1	14	NC_060938.1	25222939	25294259
79993	ELOVL7	5	NC_000005.10	60751791	60844269
79993	ELOVL7	5	NC_060929.1	61568283	61660654
92597	MOB1B	4	NC_000004.12	70901851	70988168
92597	MOB1B	4	NC_060928.1	74244289	74330605
93099	DMKN	19	NC_000019.10	35497220	35513649
93099	DMKN	19	NC_060943.1	38041938	38058366
51204	TACO1	17	NC_000017.11	63600895	63608365
51204	TACO1	17	NC_060941.1	64471513	64478982
54579	UGT1A5	2	NC_000002.12	233712907	233773300
54579	UGT1A5	2	NC_060926.1	234201556	234261929
54766	BTG4	11	NC_000011.10	111383826	111514725
54766	BTG4	11	NC_060935.1	111393991	111524873
116540	MRPL53	2	NC_000002.12	74471982	74472680
116540	MRPL53	2	NC_060926.1	74480549	74481247
124222	PAQR4	16	NC_000016.10	2969348	2973484
124222	PAQR4	16	NC_060940.1	2996027	3000163
134526	ACOT12	5	NC_000005.10	81308609	81394134
134526	ACOT12	5	NC_060929.1	81793197	81878724
342897	NCCRP1	19	NC_000019.10	39196964	39201884
342897	NCCRP1	19	NC_060943.1	42001116	42006036
9079	LDB2	4	NC_000004.12	16501541	16898645
9079	LDB2	4	NC_060928.1	16483292	16880253
27034	ACAD8	11	NC_000011.10	134253568	134265855
27034	ACAD8	11	NC_060935.1	134295413	134307700
54947	LPCAT2	16	NC_000016.10	55509072	55586666
54947	LPCAT2	16	NC_060940.1	61307195	61384805
57223	PPP4R3B	2	NC_000002.12	55547292	55617622
57223	PPP4R3B	2	NC_060926.1	55544479	55614812
140947	DCANP1	5	NC_000005.10	135444214	135447348
140947	DCANP1	5	NC_060929.1	135971385	135974519
9317	PTER	10	NC_000010.11	16437010	16519020
9317	PTER	10	NC_060934.1	16455439	16536409
83931	STK40	1	NC_000001.11	36339628	36385924
83931	STK40	1	NC_060925.1	36202501	36248808
84941	HSH2D	19	NC_000019.10	16134028	16158575
84941	HSH2D	19	NC_060943.1	16268094	16292640
387032	ZKSCAN4	6	NC_000006.12	28241697	28259211
387032	ZKSCAN4	6	NC_060930.1	28113435	28131010
55172	DNAAF2	14	NC_000014.9	49625174	49635244
55172	DNAAF2	14	NC_060938.1	43823399	43833482
80864	EGFL8	6	NC_000006.12	32164595	32168281
80864	EGFL8	6	NT_167244.2	3497196	3500883
80864	EGFL8	6	NT_113891.3	3602947	3606633
80864	EGFL8	6	NT_167246.2	3469579	3473262
80864	EGFL8	6	NT_167247.2	3506616	3510302
80864	EGFL8	6	NT_167248.2	3387796	3391482
80864	EGFL8	6	NT_167249.2	3480801	3484488
80864	EGFL8	6	NC_060930.1	32017785	32021472
117532	TMC2	20	NC_000020.11	2536573	2643580
117532	TMC2	20	NC_060944.1	2566964	2674609
53342	IL17D	13	NC_000013.11	20701513	20723098
53342	IL17D	13	NC_060937.1	19894661	19916241
57282	SLC4A10	2	NC_000002.12	161624416	161985270
57282	SLC4A10	2	NC_060926.1	162077534	162441869
64100	ELSPBP1	19	NC_000019.10	47994632	48025154
64100	ELSPBP1	19	NC_060943.1	50986959	51017515
79939	SLC35E1	19	NC_000019.10	16549837	16572415
79939	SLC35E1	19	NC_060943.1	16684627	16707204
93273	LEMD1	1	NC_000001.11	205381378	205449966
93273	LEMD1	1	NC_060925.1	204645747	204714283
143471	PSMA8	18	NC_000018.10	26133869	26193355
143471	PSMA8	18	NC_060942.1	26328519	26387998
192683	SCAMP5	15	NC_000015.10	74995563	75021495
192683	SCAMP5	15	NC_060939.1	72865550	72891483
283869	NPW	16	NC_000016.10	2019785	2020755
283869	NPW	16	NW_025791799.1	85929	86899
283869	NPW	16	NC_060940.1	2039738	2040709
7499	XG	X	NC_000023.11	2752040	2816500
7499	XG	X	NC_060947.1	2365029	2429443
56160	NSMCE3	15	NC_000015.10	29264989	29269822
56160	NSMCE3	15	NW_011332701.1	1428056	1432889
56160	NSMCE3	15	NT_187660.1	1540540	1545373
56160	NSMCE3	15	NC_060939.1	27043359	27048192
57464	STRIP2	7	NC_000007.14	129434432	129488399
57464	STRIP2	7	NC_060931.1	130747403	130801465
64856	VWA1	1	NC_000001.11	1435690	1442882
64856	VWA1	1	NC_060925.1	870050	877242
114805	GALNT13	2	NC_000002.12	153068293	154456574
114805	GALNT13	2	NC_060926.1	153520817	154909642
1802	DPH2	1	NC_000001.11	43970010	43973369
1802	DPH2	1	NC_060925.1	43841090	43844449
23383	MAU2	19	NC_000019.10	19320829	19358754
23383	MAU2	19	NC_060943.1	19458285	19496258
23623	RUSC1	1	NC_000001.11	155320894	155331118
23623	RUSC1	1	NC_060925.1	154459434	154469658
25977	NECAP1	12	NC_000012.12	8082274	8097881
25977	NECAP1	12	NC_060936.1	8095874	8111478
29113	C6orf15	6	NC_000006.12	31111223	31112575
29113	C6orf15	6	NT_113891.3	2593598	2594950
29113	C6orf15	6	NT_167245.2	2370587	2371939
29113	C6orf15	6	NT_167246.2	2421726	2423078
29113	C6orf15	6	NT_167247.2	2455340	2456692
29113	C6orf15	6	NT_167248.2	2369222	2370574
29113	C6orf15	6	NC_060930.1	30978951	30980303
51540	SCLY	2	NC_000002.12	238061001	238099413
51540	SCLY	2	NC_060926.1	238550904	238589302
57017	COQ9	16	NC_000016.10	57447479	57461270
57017	COQ9	16	NC_060940.1	63242655	63256447
79832	QSER1	11	NC_000011.10	32892811	32980270
79832	QSER1	11	NC_060935.1	33028395	33115866
84298	LLPH	12	NC_000012.12	66116555	66130750
84298	LLPH	12	NC_060936.1	66096061	66110256
84912	SLC35B4	7	NC_000007.14	134289332	134320338
84912	SLC35B4	7	NC_060931.1	135597448	135628436
3196	TLX2	2	NC_000002.12	74514450	74517148
3196	TLX2	2	NC_060926.1	74523015	74525713
6619	SNAPC3	9	NC_000009.12	15422876	15466735
6619	SNAPC3	9	NC_060933.1	15434805	15478667
64412	GZF1	20	NC_000020.11	23361127	23373062
64412	GZF1	20	NC_060944.1	23420667	23432602
79767	ELMO3	16	NC_000016.10	67199131	67204004
79767	ELMO3	16	NC_060940.1	72993415	72998288
84679	SLC9A7	X	NC_000023.11	46599251	46759118
84679	SLC9A7	X	NC_060947.1	46006221	46166134
4711	NDUFB5	3	NC_000003.12	179604794	179627647
4711	NDUFB5	3	NC_060927.1	182408634	182431486
27111	SDCBP2	20	NC_000020.11	1309909	1329139
27111	SDCBP2	20	NC_060944.1	1359112	1378345
51134	CEP83	12	NC_000012.12	94265662	94460454
51134	CEP83	12	NC_060936.1	94249742	94441264
51264	MRPL27	17	NC_000017.11	50367867	50373184
51264	MRPL27	17	NC_060941.1	51234852	51240169
4892	NRAP	10	NC_000010.11	113588714	113664041
4892	NRAP	10	NC_060934.1	114480337	114555930
9127	P2RX6	22	NC_000022.11	21009799	21028008
9127	P2RX6	22	NC_060946.1	21423939	21436767
10239	AP3S2	15	NC_000015.10	89830599	89893994
10239	AP3S2	15	NC_060939.1	87586470	87650001
54587	MXRA8	1	NC_000001.11	1352689	1363541
54587	MXRA8	1	NC_060925.1	783235	794097
83862	TMEM120A	7	NC_000007.14	75986831	75994595
83862	TMEM120A	7	NC_060931.1	77274487	77282162
84174	SLA2	20	NC_000020.11	36612318	36646196
84174	SLA2	20	NC_060944.1	38336183	38370537
146227	BEAN1	16	NC_000016.10	66427295	66495288
146227	BEAN1	16	NC_060940.1	72221512	72289583
199699	DAND5	19	NC_000019.10	12969576	12974760
199699	DAND5	19	NC_060943.1	13094079	13099264
932	MS4A3	11	NC_000011.10	60056665	60071115
932	MS4A3	11	NW_019805498.1	150537	165004
932	MS4A3	11	NC_060935.1	60007952	60022403
10974	ADIRF	10	NC_000010.11	86968482	86970915
10974	ADIRF	10	NC_060934.1	87852191	87854624
22878	TRAPPC8	18	NC_000018.10	31829197	31943128
22878	TRAPPC8	18	NC_060942.1	32019706	32133657
29970	SCHIP1	3	NC_000003.12	159273244	159897359
29970	SCHIP1	3	NC_060927.1	162047599	162671965
51700	CYB5R2	11	NC_000011.10	7665095	7674267
51700	CYB5R2	11	NC_060935.1	7723469	7735468
139818	DOCK11	X	NC_000023.11	118495815	118686147
139818	DOCK11	X	NC_060947.1	116873439	117063900
221035	REEP3	10	NC_000010.11	63521401	63625128
221035	REEP3	10	NC_060934.1	64379547	64483523
79090	TRAPPC6A	19	NC_000019.10	45162933	45178237
79090	TRAPPC6A	19	NC_060943.1	47988066	48003370
83698	CALN1	7	NC_000007.14	71779491	72504279
83698	CALN1	7	NC_060931.1	72996291	73722754
9050	PSTPIP2	18	NC_000018.10	45983536	46072260
9050	PSTPIP2	18	NC_060942.1	46174497	46263221
23742	NPAP1	15	NC_000015.10	24675775	24683393
23742	NPAP1	15	NC_060939.1	22411441	22419055
80013	MINDY3	10	NC_000010.11	15778174	15860507
80013	MINDY3	10	NC_060934.1	15796178	15878518
869	CBLN1	16	NC_000016.10	49277917	49281838
869	CBLN1	16	NC_060940.1	55075687	55079608
7625	ZNF74	22	NC_000022.11	20394151	20408455
7625	ZNF74	22	NC_060946.1	20798473	20812756
51751	HIGD1B	17	NC_000017.11	44844860	44850476
51751	HIGD1B	17	NC_060941.1	45698796	45704370
55825	PECR	2	NC_000002.12	216029088	216081809
55825	PECR	2	NC_060926.1	216514519	216567213
85445	CNTNAP4	16	NC_000016.10	76277401	76560757
85445	CNTNAP4	16	NC_060940.1	82333540	82616946
134492	NUDCD2	5	NC_000005.10	163446526	163460102
134492	NUDCD2	5	NC_060929.1	163981702	163995279
152002	XXYLT1	3	NC_000003.12	195068284	195271159
152002	XXYLT1	3	NC_060927.1	197765933	197969040
339488	TFAP2E	1	NC_000001.11	35573314	35595591
339488	TFAP2E	1	NC_060925.1	35436363	35458607
3321	IGSF3	1	NC_000001.11	116574398	116667755
3321	IGSF3	1	NC_060925.1	116584842	116678201
6860	SYT4	18	NC_000018.10	43267892	43277490
6860	SYT4	18	NC_060942.1	43459665	43469261
10404	CPQ	8	NC_000008.11	96645242	97143501
10404	CPQ	8	NC_060932.1	97770966	98269215
51071	DERA	12	NC_000012.12	15911332	16037381
51071	DERA	12	NC_060936.1	15788590	15914666
54831	BEST2	19	NC_000019.10	12751791	12758458
54831	BEST2	19	NC_060943.1	12876283	12882953
55068	ENOX1	13	NC_000013.11	43213130	43786972
55068	ENOX1	13	NC_060937.1	42431573	43005924
55258	THNSL2	2	NC_000002.12	88170346	88186627
55258	THNSL2	2	NC_060926.1	88181454	88198653
55773	TBC1D23	3	NC_000003.12	100260992	100325238
55773	TBC1D23	3	NC_060927.1	102966332	103030580
57600	FNIP2	4	NC_000004.12	158769026	158908050
57600	FNIP2	4	NC_060928.1	162119774	162258820
63036	CELA2A	1	NC_000001.11	15456732	15472091
63036	CELA2A	1	NC_060925.1	14901450	14916792
94015	TTYH2	17	NC_000017.11	74213571	74262020
94015	TTYH2	17	NC_060941.1	75104409	75152817
117196	MRGPRX4	11	NC_000011.10	18172837	18174280
117196	MRGPRX4	11	NC_060935.1	18268336	18269779
387700	SLC16A12	10	NC_000010.11	89430299	89556704
387700	SLC16A12	10	NC_060934.1	90314133	90419429
1040	CDS1	4	NC_000004.12	84583127	84651334
1040	CDS1	4	NC_060928.1	87913124	87981319
23518	R3HDM1	2	NC_000002.12	135531484	135725269
23518	R3HDM1	2	NC_060926.1	135972007	136165780
28958	COA3	17	NC_000017.11	42797625	42798704
28958	COA3	17	NC_060941.1	43654765	43655844
29907	SNX15	11	NC_000011.10	65027439	65040572
29907	SNX15	11	NC_060935.1	65020701	65033855
84561	SLC12A8	3	NC_000003.12	125082644	125212748
84561	SLC12A8	3	NC_060927.1	127808303	127940353
285600	KIAA0825	5	NC_000005.10	94150851	94618604
285600	KIAA0825	5	NC_060929.1	94634907	95102987
26520	TIMM9	14	NC_000014.9	58408494	58427531
26520	TIMM9	14	NC_060938.1	52615545	52634567
54503	ZDHHC13	11	NC_000011.10	19117104	19176415
54503	ZDHHC13	11	NC_060935.1	19237229	19296555
56833	SLAMF8	1	NC_000001.11	159826873	159837492
56833	SLAMF8	1	NC_060925.1	158963866	158974492
93611	FBXO44	1	NC_000001.11	11654407	11663327
93611	FBXO44	1	NC_060925.1	11198459	11207382
474344	GIMAP6	7	NC_000007.14	150625375	150632385
474344	GIMAP6	7	NC_060931.1	151798261	151805271
653499	LGALS7B	19	NC_000019.10	38789200	38791754
653499	LGALS7B	19	NW_014040929.1	198889	201436
653499	LGALS7B	19	NC_060943.1	41593256	41595810
9746	CLSTN3	12	NC_000012.12	7129093	7158945
9746	CLSTN3	12	NW_021160008.1	56779	86631
9746	CLSTN3	12	NC_060936.1	7142174	7172097
23430	TPSD1	16	NC_000016.10	1256069	1259008
23430	TPSD1	16	NC_060940.1	1271757	1275049
80830	APOL6	22	NC_000022.11	35648446	35668404
80830	APOL6	22	NC_060946.1	36108171	36128130
440686	H3-7	1	NC_000001.11	143902386	143905977
440686	H3-7	1	NC_060925.1	142974405	142977996
1351	COX8A	11	NC_000011.10	63974620	63976543
1351	COX8A	11	NC_060935.1	63964325	63966248
51550	CINP	14	NC_000014.9	102348282	102362890
51550	CINP	14	NC_060938.1	96583876	96598485
51646	YPEL5	2	NC_000002.12	30147007	30160533
51646	YPEL5	2	NC_060926.1	30191259	30204786
54460	MRPS21	1	NC_000001.11	150293861	150308979
54460	MRPS21	1	NC_060925.1	149418810	149433955
145508	CEP128	14	NC_000014.9	80476969	80959502
145508	CEP128	14	NC_060938.1	74687220	75179292
4682	NUBP1	16	NC_000016.10	10743842	10769351
4682	NUBP1	16	NC_060940.1	10779762	10805269
10245	TIMM17B	X	NC_000023.11	48893447	48898143
10245	TIMM17B	X	NW_025791820.1	52282	56978
10245	TIMM17B	X	NC_060947.1	48303928	48308624
11283	CYP4F8	19	NC_000019.10	15615218	15630639
11283	CYP4F8	19	NC_060943.1	15740324	15755884
51097	SCCPDH	1	NC_000001.11	246724409	246768137
51097	SCCPDH	1	NC_060925.1	246150883	246194527
64429	ZDHHC6	10	NC_000010.11	112424412	112447572
64429	ZDHHC6	10	NC_060934.1	113315089	113338239
145282	MIPOL1	14	NC_000014.9	37197937	37552361
145282	MIPOL1	14	NC_060938.1	31387366	31741420
192666	KRT24	17	NC_000017.11	40697991	40703752
192666	KRT24	17	NC_060941.1	41562356	41568083
221078	NSUN6	10	NC_000010.11	18545561	18659327
221078	NSUN6	10	NC_060934.1	18531853	18678450
254251	LCORL	4	NC_000004.12	17841187	18021875
254251	LCORL	4	NC_060928.1	17823534	18004228
9697	TRAM2	6	NC_000006.12	52497408	52577060
9697	TRAM2	6	NC_060930.1	52336220	52415808
94101	ORMDL1	2	NC_000002.12	189763859	189784339
94101	ORMDL1	2	NC_060926.1	190253126	190273622
346673	STRA8	7	NC_000007.14	135231915	135258663
346673	STRA8	7	NC_060931.1	136539792	136566564
10201	NME6	3	NC_000003.12	48287640	48301367
10201	NME6	3	NC_060927.1	48315404	48329136
22832	CEP162	6	NC_000006.12	84124250	84227643
22832	CEP162	6	NC_060930.1	85347546	85450937
23550	PSD4	2	NC_000002.12	113173971	113209391
23550	PSD4	2	NC_060926.1	113600541	113635966
50859	SPOCK3	4	NC_000004.12	166733384	167234945
50859	SPOCK3	4	NC_060928.1	170090608	170592260
55718	POLR3E	16	NC_000016.10	22297409	22335096
55718	POLR3E	16	NW_017852933.1	769934	807621
55718	POLR3E	16	NC_060940.1	21882112	21919803
56155	TEX14	17	NC_000017.11	58556678	58692045
56155	TEX14	17	NC_060941.1	59424548	59559911
79674	VEPH1	3	NC_000003.12	157259742	157503605
79674	VEPH1	3	NC_060927.1	160034311	160278175
79961	DENND2D	1	NC_000001.11	111185969	111204578
79961	DENND2D	1	NC_060925.1	111200774	111219466
81556	INTS14	15	NC_000015.10	65578757	65611131
81556	INTS14	15	NC_060939.1	63388156	63420529
84057	MND1	4	NC_000004.12	153344649	153415118
84057	MND1	4	NC_060928.1	156669078	156739559
84660	CCDC62	12	NC_000012.12	122774572	122827528
84660	CCDC62	12	NC_060936.1	122769980	122822978
90161	HS6ST2	X	NC_000023.11	132626015	132961370
90161	HS6ST2	X	NC_060947.1	130950680	131286084
113091	PTH2	19	NC_000019.10	49422419	49423441
113091	PTH2	19	NC_060943.1	52419850	52420872
152573	SHISA3	4	NC_000004.12	42397488	42402487
152573	SHISA3	4	NC_060928.1	42371349	42376348
2117	ETV3	1	NC_000001.11	157121191	157138395
2117	ETV3	1	NC_060925.1	156258040	156275241
9912	ARHGAP44	17	NC_000017.11	12789498	12991643
9912	ARHGAP44	17	NC_060941.1	12696985	12899110
83549	UCK1	9	NC_000009.12	131523801	131531263
83549	UCK1	9	NC_060933.1	143736763	143744224
199746	U2AF1L4	19	NC_000019.10	35742464	35745418
199746	U2AF1L4	19	NC_060943.1	38287776	38290728
245973	ATP6V1C2	2	NC_000002.12	10720943	10785110
245973	ATP6V1C2	2	NC_060926.1	10750978	10815109
286257	PAXX	9	NC_000009.12	136992422	136993976
286257	PAXX	9	NC_060933.1	149226833	149228387
387882	C12orf75	12	NC_000012.12	105330691	105371518
387882	C12orf75	12	NC_060936.1	105292506	105333339
9468	PCYT1B	X	NC_000023.11	24558087	24672887
9468	PCYT1B	X	NC_060947.1	24142375	24257164
10439	OLFM1	9	NC_000009.12	135075505	135121184
10439	OLFM1	9	NC_060933.1	147297503	147344934
29080	CCDC59	12	NC_000012.12	82352303	82358805
29080	CCDC59	12	NC_060936.1	82331767	82338265
83604	TMEM47	X	NC_000023.11	34627075	34657285
83604	TMEM47	X	NC_060947.1	34221708	34251928
90580	TIMM29	19	NC_000019.10	10928811	10930254
90580	TIMM29	19	NC_060943.1	11055822	11057265
124274	GPR139	16	NC_000016.10	20028239	20073890
124274	GPR139	16	NC_060940.1	19959033	20004824
3885	KRT34	17	NC_000017.11	41377669	41383816
3885	KRT34	17	NW_025791801.1	317573	323720
3885	KRT34	17	NW_003315953.2	57958	62596
3885	KRT34	17	NC_060941.1	42233202	42239349
10003	NAALAD2	11	NC_000011.10	90131699	90192894
10003	NAALAD2	11	NW_019805497.1	37822	99017
10003	NAALAD2	11	NC_060935.1	90051780	90112974
54534	MRPL50	9	NC_000009.12	101387633	101398618
54534	MRPL50	9	NC_060933.1	113559613	113570593
55034	MOCOS	18	NC_000018.10	36187497	36272157
55034	MOCOS	18	NC_060942.1	36379059	36463756
91687	CENPL	1	NC_000001.11	173799550	173824883
91687	CENPL	1	NC_060925.1	173157718	173183047
4943	TBC1D25	X	NC_000023.11	48539714	48562609
4943	TBC1D25	X	NC_060947.1	47948728	47971622
9091	PIGQ	16	NC_000016.10	569968	584109
9091	PIGQ	16	NC_060940.1	573385	587926
9816	URB2	1	NC_000001.11	229626247	229660200
9816	URB2	1	NC_060925.1	229005197	229039181
118142757	GUCA1ANB-GUCA1A	6	NC_000006.12	42155406	42180056
118142757	GUCA1ANB-GUCA1A	6	NC_060930.1	41983624	42008260
9938	ARHGAP25	2	NC_000002.12	68710544	68826833
9938	ARHGAP25	2	NC_060926.1	68722999	68839279
10782	ZNF274	19	NC_000019.10	58183061	58213562
10782	ZNF274	19	NC_060943.1	61276790	61310024
30014	SPANXA1	X	NC_000023.11	141583674	141584738
30014	SPANXA1	X	NC_060947.1	139892394	139893458
132851	SPATA4	4	NC_000004.12	176184579	176195585
132851	SPATA4	4	NC_060928.1	179522953	179533935
160622	TAMALIN	12	NC_000012.12	52006946	52015889
160622	TAMALIN	12	NC_060936.1	51970517	51979459
221044	UCMA	10	NC_000010.11	13221766	13234374
221044	UCMA	10	NC_060934.1	13234493	13247115
6120	RPE	2	NC_000002.12	210002638	210022260
6120	RPE	2	NC_060926.1	210483346	210502965
10156	RASA4	7	NC_000007.14	102579646	102616758
10156	RASA4	7	NC_060931.1	103897145	103934456
55803	ADAP2	17	NC_000017.11	30921945	30959322
55803	ADAP2	17	NW_025791803.1	1119	38496
55803	ADAP2	17	NC_060941.1	31867653	31905026
57707	MEAK7	16	NC_000016.10	84476355	84504659
57707	MEAK7	16	NC_060940.1	90542752	90570998
84986	ARHGAP19	10	NC_000010.11	97222179	97292637
84986	ARHGAP19	10	NC_060934.1	98103011	98172839
114900	C1QTNF4	11	NC_000011.10	47589667	47595304
114900	C1QTNF4	11	NW_019805496.1	17493	24162
114900	C1QTNF4	11	NC_060935.1	47750063	47756732
6758	SSX5	X	NC_000023.11	48186220	48196795
6758	SSX5	X	NC_060947.1	47596378	47606957
7108	TM7SF2	11	NC_000011.10	65111872	65116230
7108	TM7SF2	11	NC_060935.1	65105151	65109509
64428	CIAO3	16	NC_000016.10	729765	740997
64428	CIAO3	16	NC_060940.1	733939	745171
64756	ATPAF1	1	NC_000001.11	46632737	46668557
64756	ATPAF1	1	NC_060925.1	46509960	46545797
8329	H2AC13	6	NC_000006.12	27808173	27808667
8329	H2AC13	6	NC_060930.1	27677847	27678341
23109	DDN	12	NC_000012.12	48995149	48999375
23109	DDN	12	NC_060936.1	48957324	48961550
51222	ZNF219	14	NC_000014.9	21090077	21104722
51222	ZNF219	14	NC_060938.1	15287493	15302135
54930	HAUS4	14	NC_000014.9	22946228	22957090
54930	HAUS4	14	NC_060938.1	17146847	17157707
56849	TCEAL7	X	NC_000023.11	103330239	103332326
56849	TCEAL7	X	NC_060947.1	101777239	101779326
64838	FNDC4	2	NC_000002.12	27491883	27495200
64838	FNDC4	2	NC_060926.1	27534239	27537558
80014	WWC2	4	NC_000004.12	183099257	183320777
80014	WWC2	4	NC_060928.1	186442799	186664233
81614	NIPA2	15	NC_000015.10	22838666	22868384
81614	NIPA2	15	NW_021160017.1	3732709	3762464
81614	NIPA2	15	NC_060939.1	20510413	20540236
83543	AIF1L	9	NC_000009.12	131096531	131123144
83543	AIF1L	9	NC_060933.1	143304798	143331382
121214	SDR9C7	12	NC_000012.12	56923133	56934408
121214	SDR9C7	12	NC_060936.1	56891006	56902282
131544	CRYBG3	3	NC_000003.12	97822011	97944984
131544	CRYBG3	3	NC_060927.1	100525753	100648725
7479	WNT8B	10	NC_000010.11	100463009	100483744
7479	WNT8B	10	NC_060934.1	101346091	101366850
55852	TEX2	17	NC_000017.11	64147227	64263260
55852	TEX2	17	NC_060941.1	65016989	65133047
255324	EPGN	4	NC_000004.12	74308470	74316789
255324	EPGN	4	NC_060928.1	77652095	77660414
10237	SLC35B1	17	NC_000017.11	49700943	49708197
10237	SLC35B1	17	NC_060941.1	50564044	50571286
23275	POFUT2	21	NC_000021.9	45263935	45287895
23275	POFUT2	21	NC_060945.1	43627968	43651850
23335	WDR7	18	NC_000018.10	56651359	57036606
23335	WDR7	18	NC_060942.1	56853334	57234168
27158	NDOR1	9	NC_000009.12	137205700	137219361
27158	NDOR1	9	NC_060933.1	149443371	149457030
27201	GPR78	4	NC_000004.12	8580392	8590023
27201	GPR78	4	NC_060928.1	8560253	8569884
54933	RHBDL2	1	NC_000001.11	38885807	38941830
54933	RHBDL2	1	NC_060925.1	38753038	38809046
83930	STARD3NL	7	NC_000007.14	38178245	38230669
83930	STARD3NL	7	NC_060931.1	38319177	38371581
641371	ACOT1	14	NC_000014.9	73490933	73543796
641371	ACOT1	14	NC_060938.1	67698892	67751306
2015	ADGRE1	19	NC_000019.10	6887579	6940450
2015	ADGRE1	19	NC_060943.1	6876897	6929770
10308	ZNF267	16	NC_000016.10	31873807	31917357
10308	ZNF267	16	NC_060940.1	32261274	32304813
51126	NAA20	20	NC_000020.11	20017290	20033655
51126	NAA20	20	NC_060944.1	20071569	20087935
54922	RASIP1	19	NC_000019.10	48720585	48740610
54922	RASIP1	19	NC_060943.1	51715002	51735029
64762	GAREM1	18	NC_000018.10	32263522	32470882
64762	GAREM1	18	NC_060942.1	32453815	32661186
140459	ASB6	9	NC_000009.12	129634605	129642151
140459	ASB6	9	NC_060933.1	141839213	141846767
